TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment,Comment_1,Comment_2
,2818091,Attack Boost Potion,,,,,43,43
,2883628,Attack Boost Elixir,,,,,44,44
,2949165,Attack Speed Boost Potion,,,,,45,45
,3014702,Attack Speed Boost Elixir,,,,,46,46
,3080239,Run Speed Boost Potion,,,,,47,47
,3145776,Run Speed Boost Elixir,,,,,48,48
,3211313,Experience Boost Potion,,,,,49,49
,3211429,Experience Boost Potion FISHING,,,,,49,165
,3276850,Experience Boost Elixir,,,,,50,50
,3276964,Experience Boost Elixir FISHING,,,,,50,164
,3342387,Health Regen Boost Potion,,,,,51,51
,3407924,Health Regen Boost Elixir,,,,,52,52
,3473461,Energy Regen Boost Potion,,,,,53,53
,3538998,Energy Regen Boost Elixir,,,,,54,54
,3604535,Combination Potion,,,,,55,55
,3604645,Combination Potion FISHING XP,,,,,55,165
,3670072,Combination Elixir,,,,,56,56
,3670180,Combination Elixir FISHING XP,,,,,56,164
,3735609,Root Scroll,,,,,57,57
,3801146,Poisonous Fungus,,,,,58,58
,3866683,Yellow Giant Mushroom,,,,,59,59
,3932220,Movement Speed Boost,,,,,60,60
,3997757,Attack Speed Boost,,,,,61,61
,4063294,Health Regen Boost Amulet,,,,,62,62
,4128831,Energy Regen Boost Amulet,,,,,63,63
,4194368,Ability boost Elixir,,,,,64,64
,4259905,Ability Boost,,,,,65,65
,4325442,XP Boost,,,,,66,66
,4390979,Fire Shield,,,,,67,67
,4456516,Movement Speed Boost,,,,,68,68
,4522053,Health Regen Boost Offhand,,,,,69,69
,4587590,Energy Regen Boost Offhand,,,,,70,70
,4653127,Growth Boost,,,,,71,71
,4718664,Shrink Boost,,,,,72,72
,4784201,Camouflage,,,,,73,73
,4849738,Sled Movement Boost,,,,,74,74
,4915275,Camouflage 2,,,,,75,75
,4980812,Bolas,,,,,76,76
,5046349,Energy Shield,,,,,77,77
,5111886,Slow Attack Speed,,,,,78,78
,5177423,Defensive Spikes,,,,,79,79
,5242960,Healing Salve,,,,,80,80
,5308497,Entangle,,,,,81,81
,5374034,Incinerate,,,,,82,82
,5439571,Smoke Bomb,,,,,83,83
,5505108,Freeze,,,,,84,84
,5570645,Shield Bash,,,,,85,85
,5636182,Play Dead,,,,,86,86
,5701719,Lure of Magic,,,,,87,87
,5767256,Lure of Soldiers,,,,,88,88
,5832793,Lure of Assassins,,,,,89,89
,5898330,Lure of Giants,,,,,90,90
,5963867,Abundant Aura,,,,,91,91
,6029404,Protection of the Forest,,,,,92,92
,6094941,Stun,,,,,93,93
,6160478,Ward of Assassins,,,,,94,94
,6226015,Ward of Giants,,,,,95,95
,6291552,Ward of Fire,,,,,96,96
,6357089,Ward of Ice,,,,,97,97
,6422626,Ward of Magic,,,,,98,98
,6488163,Conceal,,,,,99,99
,6553700,Enduring Guard,,,,,100,100
,6619237,Ward of Soldiers,,,,,101,101
,6684774,Offhand Damage Shield,,,,,102,102
,6750311,Offhand Magic Damage Shield,,,,,103,103
,6815848,Offhand Ice Damage Shield,,,,,104,104
,6881385,Fire Immunity,,,,,105,105
,6946922,Ice Immunity,,,,,106,106
,7012459,Magic Immunity,,,,,107,107
,7077996,Slashing Immunity,,,,,108,108
,7143533,Piercing Immunity,,,,,109,109
,7209070,Crushing Immunity,,,,,110,110
,7274607,Lifeforce Potion,,,,,111,111
,7340144,Haste Scroll,,,,,112,112
,7405681,Blizzard Scroll,,,,,113,113
,7471218,Barrier Scroll,,,,,114,114
,7536755,Health Regen Boost Helm,,,,,115,115
,7602292,Energy Regen Boost Helm,,,,,116,116
,7667829,Health Regen Boost Ring,,,,,117,117
,7733366,Energy Regen Boost Ring,,,,,118,118
,7798903,Health Regen Boost Bracelet,,,,,119,119
,7864440,Energy Regen Boost Bracelet,,,,,120,120
,7929977,Carpet Movement Boost,,,,,121,121
,7995514,Gastons Pie,,,,,122,122
,8061051,Health Regen Boost Broom,,,,,123,123
,8126588,Energy Regen Boost Broom,,,,,124,124
,8192125,Broom Camouflage,,,,,125,125
,8257662,Broom Movement Boost,,,,,126,126
,8323199,Cloud Movement Boost,,,,,127,127
,8388736,Offhand Damage Shield Perm,,,,,128,128
,8454273,Offhand Natural Healing Boost,,,,,129,129
,8519810,Offhand Natural Recharge Boost,,,,,130,130
,8585347,Rescue,,,,,131,131
,8650884,Skewer,,,,,132,132
,8716421,Rupture,,,,,133,133
,8781958,Shatter,,,,,134,134
,8847495,Shield Wall,,,,,135,135
,8913032,Sharpen Weapons,,,,,136,136
,8978569,Riposte,,,,,137,137
,9044106,Expose Weakness,,,,,138,138
,9109643,Frostbite,,,,,139,139
,9175180,Bless,,,,,140,140
,9240717,Stinging Swarm,,,,,141,141
,9306254,Ice Attunement,,,,,142,142
,9371791,Fire Attunement,,,,,143,143
,9437328,Trip,,,,,144,144
,9502865,Defensive Formation,,,,,145,145
,9568402,Sanctuary,,,,,146,146
,9633939,Longshot,,,,,147,147
,9699476,Dragonstaff Movement Boost,,,,,148,148
,9765013,Dragonstaff Health Regen,,,,,149,149
,9830550,Dragonstaff Energy Regen,,,,,150,150
,9896087,Flame Bolt,,,,,151,151
,9961624,Dragon Breath,,,,,152,152
,10027161,Dragonstaff Camouflage,,,,,153,153
,10092698,Serpentstaff Movement Boost,,,,,154,154
,10158235,Serpentstaff Camouflage,,,,,155,155
,10223772,Fellspine Camouflage Boost,,,,,156,156
,10289309,Fellspine Movement Boost,,,,,157,157
,10354846,Health Regen Boost Mount,,,,,158,158
,10420383,Energy Regen Boost Mount,,,,,159,159
,10485920,Energy Regen Demonstaff,,,,,160,160
,10551457,Spectral Attack Boost,,,,,161,161
,10616994,Spectral Defence Boost,,,,,162,162
,10682531,Ability boost Elixir,,,,,163,163
,10748068,Fishing Exp Elixir,,,,,164,164
,131139537,Dark Abundance,,,,,2001,2001
,131205074,Serrated Arrow,,,,,2002,2002
,131270611,Flame Cloak,,,,,2003,2003
,131336148,Power Boost,,,,,2004,2004
,131401685,Power Well,,,,,2005,2005
,131467222,Quick Reactions,,,,,2006,2006
,131532759,Berserker Rage,,,,,2007,2007
,131598296,Earthen Bonds,,,,,2008,2008
,131663833,Buffeting Gale,,,,,2009,2009
,131729370,Flame Hex,,,,,2010,2010
,131794907,Frost Hex,,,,,2011,2011
,131860444,Wild Embrace,,,,,2012,2012
,131925981,Apply Toxins,,,,,2013,2013
,131991518,Guardian Stance,,,,,2014,2014
,132057055,Swiftness,,,,,2015,2015
,132122592,Lacerate,,,,,2016,2016
,132188129,Shield of Earth,,,,,2017,2017
,132253666,Enhanced Precision,,,,,2018,2018
,132319203,Choking Vines,,,,,2019,2019
,132384740,Dragon Fire,,,,,2020,2020
,132450277,Throw Dirt,,,,,2021,2021
,132515814,Immolate,,,,,2022,2022
,132581351,Soldiers Hex,,,,,2023,2023
,132646888,Deep Wound,,,,,2024,2024
,132712425,Dark Veil,,,,,2025,2025
,132777962,Counter Stance,,,,,2026,2026
,132843499,Unnatural Life,,,,,2027,2027
,132909036,Fetter,,,,,2028,2028
,132974573,Icy Gaze,,,,,2029,2029
,133040110,Terrifying Gaze,,,,,2030,2030
,133105647,Accursed Gaze,,,,,2031,2031
,133171184,Bonds of Clay,,,,,2032,2032
,133236721,Mist Form,,,,,2033,2033
,133302258,Sickly Pallor,,,,,2034,2034
,133367795,Feast of Flesh,,,,,2035,2035
,133433332,Call of the Wilds,,,,,2036,2036
,133498869,Untamed Growth,,,,,2037,2037
,133564406,Soul Bleed,,,,,2038,2038
,133629943,Deluge,,,,,2039,2039
,133695480,Double Strike,,,,,2040,2040
,133761017,Degenerate,,,,,2041,2041
,133826554,Burning Touch,,,,,2042,2042
,133892091,Magma Shield,,,,,2043,2043
,133957628,Fetter,,,,,2044,2044
,134023165,Shielding,,,,,2045,2045
,134088702,Mesmerise,,,,,2046,2046
,134154239,Oppresive Gaze,,,,,2047,2047
,134219776,Natural Regeneration,,,,,2048,2048
,134285313,Oakheart Regeneration,,,,,2049,2049
,134350850,Hidden,,,,,2050,2050
,134416387,Curse of Fire,,,,,2051,2051
,134481924,Shadow Barrier,,,,,2052,2052
,134547461,Dark Dust,,,,,2053,2053
,134612998,Cloak of Thorns,,,,,2054,2054
,134678535,Coral Barrier,,,,,2055,2055
,134744072,OVERWRITE,,,,,2056,2056
,134809609,OVERWRITE,,,,,2057,2057
,134875146,Binding Thistles,,,,,2058,2058
,134940683,Trappers Net,,,,,2059,2059
,135006220,Tangling Roses,,,,,2060,2060
,135071757,Venom Blade,,,,,2061,2061
,135137294,OVERWRITE,,,,,2062,2062
,135202831,Aura of Terror,,,,,2063,2063
,135268368,Tearing Claws,,,,,2064,2064
,135333905,Firewalk,,,,,2065,2065
,135399442,Dragon Fire Immunity,,,,,2066,2066
,135464979,Scalding Heat,,,,,2067,2067
,135530516,Stoneskin,,,,,2068,2068
,135596053,Aura of Spite,,,,,2069,2069
,135661590,Barbed Thorns,,,,,2070,2070
,135727127,Crippling Shards,,,,,2071,2071
,135792664,Talons of Weakness,,,,,2072,2072
,135858201,Skin of Giants,,,,,2073,2073
,135923738,Curse of Flame,,,,,2074,2074
,135989275,Sight of the Hawk,,,,,2075,2075
,136054812,Boon of the Tides,,,,,2076,2076
,136120349,Siren Song,,,,,2077,2077
,136185886,Lifebloom,,,,,2078,2078
,136251423,Poison Mist,,,,,2079,2079
,136316960,Blackskull Toxin,,,,,2080,2080
,136382497,Tangle Web,,,,,2081,2081
,136448034,Ancestral Might,,,,,2082,2082
,136513571,Body Slam,,,,,2083,2083
,136579108,Smash,,,,,2084,2084
,136644645,Plague Breath,,,,,2085,2085
,136710182,Ancestral Aura,,,,,2086,2086
,136775719,Shroud of Spirits,,,,,2087,2087
,136841256,Wave of Corruption,,,,,2088,2088
,136906793,Aura of Corruption,,,,,2089,2089
,136972330,Paralysis,,,,,2090,2090
,137037867,Immobile,,,,,2091,2091
,137103404,Stunned,,,,,2092,2092
,137168941,Light Poison,,,,,2093,2093
,137627700,Dragonlord Aura,,,,,2100,2100
,137693237,Dragonlord Aura,,,,,2101,2101
,137758774,Dragonlord Aura,,,,,2102,2102
,137824311,Dragonlord Aura,,,,,2103,2103
,137889848,Dragonlord Aura,,,,,2104,2104
,137955385,Winter Touch,,,,,2105,2105
,138020922,Arctic Winds,,,,,2106,2106
,138086459,Plague Bite,,,,,2107,2107
,138151996,Mist Cloud,,,,,2108,2108
,138217533,Spider Web,,,,,2109,2109
,138283070,Constrict,,,,,2110,2110
,138348607,Inanimate,,,,,2111,2111
,138414144,Spring of Life,,,,,2112,2112
,138479681,Frostbreath,,,,,2113,2113
,138545218,Poisonclaw,,,,,2114,2114
,138610755,Blessing of Diancecht,,,,,2115,2115
,138676292,Chaos Bolt,,,,,2116,2116
,138741829,Frozen Aura,,,,,2117,2117
,138807366,Frozen Aura,,,,,2118,2118
,138872903,Frozen Aura,,,,,2119,2119
,138938440,Frozen Aura,,,,,2120,2120
,139003977,Frozen Aura,,,,,2121,2121
,139069514,Astral Aura,,,,,2122,2122
,139135051,Zodiac Aura,,,,,2123,2123
,139200588,Lunar Aura,,,,,2124,2124
,139266125,Celestial Aura,,,,,2125,2125
,139331662,Cosmic Aura,,,,,2126,2126
,139397199,Bloodstrike Aura,,,,,2127,2127
,139462736,Moonshadow Aura,,,,,2128,2128
,139528273,Greythorn Aura,,,,,2129,2129
,139593810,Loremantle Aura,,,,,2130,2130
,139659347,Goldsong Aura,,,,,2131,2131
,139724884,Invocation of Rending,,,,,2132,2132
,139790421,Item Defence Boost,,,,,2133,2133
,139855958,Invocation of Thorns,,,,,2134,2134
,139921495,Snakebite,,,,,2135,2135
,139987032,Chaos Aura,,,,,2136,2136
,140052569,Withering Pox OLD,,,,,2137,2137
,140118106,Withering Pox,,,,,2138,2138
,140183643,Smugglers Tonic,,,,,2139,2139
,140249180,Corrupting Touch,,,,,2140,2140
,140314717,Dark Fury,,,,,2141,2141
,140380254,Dragonlord Vengeance,,,,,2142,2142
,140445791,Dragonlord Boon,,,,,2143,2143
,140511328,Dragonlord Wrath,,,,,2144,2144
,140576865,Dragonlord Fury,,,,,2145,2145
,140642402,Dragonlord Spite,,,,,2146,2146
,140707939,Fingals Bane,,,,,2147,2147
,140773476,Fingals Shield,,,,,2148,2148
,140839013,Just Resting,,,,,2149,2149
,140904550,Tongue Flick,,,,,2150,2150
,140970087,Low Blow,,,,,2151,2151
,141035624,Throw Dirt,,,,,2152,2152
,141101161,Undertow,,,,,2153,2153
,141166698,Shearing Claw,,,,,2154,2154
,141232235,Foul Breath,,,,,2155,2155
,141297772,Invocation of Sorcery,,,,,2156,2156
,141363309,Invocation of Life,,,,,2157,2157
,141428846,Beast Bite,,,,,2158,2158
,141494383,Toad Bile,,,,,2159,2159
,141559920,Stoneshield,,,,,2160,2160
,141625457,Mining Draught,,,,,2161,2161
,141690994,Prospecting Draught,,,,,2162,2162
,141756531,Fireblood,,,,,2163,2163
,141822068,Rockhide,,,,,2164,2164
,141887605,Stout Heart,,,,,2165,2165
,141953142,Spined Claw,,,,,2166,2166
,142018679,Heavy Barge,,,,,2167,2167
,142084216,Bloodrage,,,,,2168,2168
,142149753,Bear Hug,,,,,2169,2169
,142215290,Thundercry,,,,,2170,2170
,142280827,Dark Fire,,,,,2171,2171
,142346364,Ignite,,,,,2172,2172
,142411901,Do Not Use,,,,,2173,2173
,142477438,Song of Energy,,,,,2174,2174
,142542975,Rousing Melody,,,,,2175,2175
,142608512,Berserk,,,,,2176,2176
,142674049,Cloak of Chaos,,,,,2177,2177
,142739586,Summoned,,,,,2178,2178
,142805123,Jaunty Melody,,,,,2179,2179
,142870660,Song of Health,,,,,2180,2180
,142936197,Bolas Immunity,,,,,2181,2181
,143001734,Root Immunity,,,,,2182,2182
,143067271,Stun Immunity,,,,,2183,2183
,143132808,Curse of Chains,,,,,2184,2184
,143198345,Armour of Bark,,,,,2185,2185
,143263882,Curse of Roots,,,,,2186,2186
,143329419,Curse of Insects,,,,,2187,2187
,143394956,Short Invis,,,,,2188,2188
,143460493,Gastons Stew,,,,,2189,2189
,327685000,Ethereal Being,,,,,5000,5000
,327750537,Energy Burn,,,,,5001,5001
,327816074,Dark Atrophy,,,,,5002,5002
,327881611,Necrotic Shield,,,,,5003,5003
,327947148,Freezing Ray,,,,,5004,5004
,328012685,Deaths Embrace,,,,,5005,5005
,328078222,Shield of Spite,,,,,5006,5006
,328143759,Word of Command,,,,,5007,5007
,328209296,Blood Rage,,,,,5008,5008
,328274833,DO NOT USE,,,,,5009,5009
,328340370,DO NOT USE,,,,,5010,5010
,328405907,Spectral Mist,,,,,5011,5011
,328471444,Surgical Precision,,,,,5012,5012
,328536981,Spectral Armour,,,,,5013,5013
,328602518,DO NOT USE,,,,,5014,5014
,328668055,DO NOT USE,,,,,5015,5015
,328733592,Grasp of Terror,,,,,5016,5016
,328799129,Terrify,,,,,5017,5017
,328864666,Cleaning Flames,,,,,5018,5018
,328930203,Shackles,,,,,5019,5019
,328995740,Sonic Shriek,,,,,5020,5020
,329061277,Bat Swarm,,,,,5021,5021
,329126814,DO NOT USE,,,,,5022,5022
,329192351,Necral Decay,,,,,5023,5023
,329257888,Song of Energisation,,,,,5024,5024
,329323425,Song of Regeneration,,,,,5025,5025
,329388962,Eerie Melody,,,,,5026,5026
,329454499,Spooky Melody,,,,,5027,5027
,329520036,Ghost Form,,,,,5028,5028
,329585573,Hunters Stride,,,,,5029,5029
,329651110,Reapers Touch,,,,,5030,5030
,329716647,Cloak of Midnight,,,,,5031,5031
,329782184,Haunting Melody,,,,,5032,5032
,329847721,Dusklight Dirge,,,,,5033,5033
,329913258,Spectral Flame,,,,,5034,5034
,329978795,Necral Chill,,,,,5035,5035
,330044332,Spectral Curse,,,,,5036,5036
,330109869,DO NOT USE,,,,,5037,5037
,330175406,Spirit Scourge,,,,,5038,5038
,330240943,Eldritch Blood,,,,,5039,5039
,330306480,Dragon Frost,,,,,5040,5040
,330372017,Ferocious Roar,,,,,5041,5041
,330437554,Frostform,,,,,5042,5042
,330503091,Wolf Howl,,,,,5043,5043
,330568628,Harden Scales,,,,,5044,5044
,330634165,Ice Barrier,,,,,5045,5045
,330699702,Frosthearth Regeneration,,,,,5046,5046
,330765239,Frostspark Energisation,,,,,5047,5047
,330830776,Stormskimmer Movement Boost,,,,,5048,5048
,330896313,Stormskimmer Camouflage Boost,,,,,5049,5049
,330961850,Stormskimmer Health Regen,,,,,5050,5050
,331027387,Stormskimmer Energy Regen,,,,,5051,5051
,331092924,Ice Prison,,,,,5052,5052
,331158461,Cheerful Melody,,,,,5053,5053
,331223998,Jolly Melody,,,,,5054,5054
,331289535,Jubilant Melody,,,,,5055,5055
,331355072,Festive Melody,,,,,5056,5056
,331420609,Song of Spirit,,,,,5057,5057
,331486146,Song of Life,,,,,5058,5058
,331551683,Song of Cheer,,,,,5059,5059
,331617220,Song of Joy,,,,,5060,5060
,331682757,Icebound Regeneration,,,,,5061,5061
,331813831,Flash Freeze,,,,,5063,5063
,331879368,Necral Shield,,,,,5064,5064
,331944905,Necral Binding,,,,,5065,5065
,332010442,Fireworks,,,,,5066,5066
,332075979,Blight Arrow,,,,,5067,5067
,332141516,Energy Famine,,,,,5068,5068
,332207053,Lure of Death,,,,,5069,5069
,332272590,Summer2014 Health Regen Ring,,,,,5070,5070
,332338127,Summer2014 Energy Regen Ring,,,,,5071,5071
,332403664,Summer2014 Health Regen Bracelet,,,,,5072,5072
,332469201,Summer2014 Energy Regen Bracelet,,,,,5073,5073
,332534738,Sunshard Supremacy,,,,,5074,5074
,332600275,Sunshard Defiance,,,,,5075,5075
,332665812,Litany of Doom,,,,,5076,5076
,332731349,Litany of Doom Windup,,,,,5077,5077
,332796886,Lesser Bloodthorn Aura,,,,,5078,5078
,332862423,Lesser Ironroot Aura,,,,,5079,5079
,332927960,Lesser Shrivewood Aura,,,,,5080,5080
,332993497,Lesser Bladeleaf Aura,,,,,5081,5081
,333059034,Lesser Spiritseed Aura,,,,,5082,5082
,333124571,Bloodthorn Aura,,,,,5083,5083
,333190108,Ironroot Aura,,,,,5084,5084
,333255645,Shrivewood Aura,,,,,5085,5085
,333321182,Bladeleaf Aura,,,,,5086,5086
,333386719,Spiritseed Aura,,,,,5087,5087
,333452256,Greater Bloodthorn Aura,,,,,5088,5088
,333517793,Greater Ironroot Aura,,,,,5089,5089
,333583330,Greater Shrivewood Aura,,,,,5090,5090
,333648867,Greater Bladeleaf Aura,,,,,5091,5091
,333714404,Greater Spiritseed Aura,,,,,5092,5092
,333779941,Grand Bloodthorn Aura,,,,,5093,5093
,333845478,Grand Ironroot Aura,,,,,5094,5094
,333911015,Grand Shrivewood Aura,,,,,5095,5095
,333976552,Grand Bladeleaf Aura,,,,,5096,5096
,334042089,Grand Spiritseed Aura,,,,,5097,5097
,334107626,Lesser Stormleaf Aura,,,,,5098,5098
,334173163,Lesser Frostroot Aura,,,,,5099,5099
,334238700,Lesser Stonebark Aura,,,,,5100,5100
,334304237,Stormleaf Aura,,,,,5101,5101
,334369774,Frostroot Aura,,,,,5102,5102
,334435311,Stonebark Aura,,,,,5103,5103
,334500848,Greater Stormleaf Aura,,,,,5104,5104
,334566385,Greater Frostroot Aura,,,,,5105,5105
,334631922,Greater Stonebark Aura,,,,,5106,5106
,334697459,Grand Stormleaf Aura,,,,,5107,5107
,334762996,Grand Frostroot Aura,,,,,5108,5108
,334828533,Grand Stonebark Aura,,,,,5109,5109
,334894070,Sunshard Fury,,,,,5110,5110
,334959607,Sunshard Endurance,,,,,5111,5111
,335025144,Lively Melody,,,,,5112,5112
,335090681,Song of Heart,,,,,5113,5113
,335156218,Weapon Boss Root,,,,,5114,5114
,335221755,Phoenix Staff Health Regen,,,,,5115,5115
,335287292,Phoenix Staff Energy Regen,,,,,5116,5116
,335352829,Phoenix Staff Movement Boost,,,,,5117,5117
,335418366,Energy Regen Firestorm Rod,,,,,5118,5118
,335483903,Phoenix Glider Camouflage Boost,,,,,5119,5119
,335549440,FireStorm Rod Camouflage Boost,,,,,5120,5120
,335614977,Fire Totem,,,,,5121,5121
,335680514,Ice Totem,,,,,5122,5122
,335746051,Agile Stance,,,,,5123,5123
,335811588,Power Stance,,,,,5124,5124
,335877125,Clear Agile Stance,,,,,5125,5125
,335942662,Clear Power Stance,,,,,5126,5126
,340792400,Pyre Bite,,,,,5200,5200
,340857937,Rime Bite,,,,,5201,5201
,340923474,Acid Bite,,,,,5202,5202
,340989011,Pyre Balm,,,,,5203,5203
,341054548,Rime Balm,,,,,5204,5204
,341120085,Acid Balm,,,,,5205,5205
,341185622,Nightflyer Movement Boost,,,,,5206,5206
,341251159,Draining Bite,,,,,5207,5207
,341316696,Sonic Screech,,,,,5208,5208
,341382233,Nightflyer Camouflage,,,,,5209,5209
,341447770,Nightflyer Energy Regen,,,,,5210,5210
,341513307,Swarm Cloak,,,,,5211,5211
,341578844,Warriors Blessing Level 1,,,,,5212,5212
,341644381,Warriors Blessing 2 Level 1,,,,,5213,5213
,341709918,Warriors Blessing 3 Level 1,,,,,5214,5214
,341775455,Rogue Blessing Level 1,,,,,5215,5215
,341840992,Rogue Blessing 2 Level 1,,,,,5216,5216
,341906529,Rogue Blessing 3 Level 1,,,,,5217,5217
,341972066,Ranger Blessing Level 1,,,,,5218,5218
,342037603,Ranger Blessing 2 Level 1,,,,,5219,5219
,342103140,Ranger Blessing 3 Level 1,,,,,5220,5220
,342168677,Druid Blessing Level 1,,,,,5221,5221
,342234214,Druid Blessing 2 Level 1,,,,,5222,5222
,342299751,Druid Blessing 3 Level 1,,,,,5223,5223
,342365288,Mage Blessing Level 1,,,,,5224,5224
,342430825,Mage Blessing 2 Level 1,,,,,5225,5225
,342496362,Mage Blessing 3 Level 1,,,,,5226,5226
,342561899,Magic Shell,,,,,5227,5227
,342627436,Eerie Melody,,,,,5228,5228
,342692973,Spooky Melody,,,,,5229,5229
,342758510,Haunting Melody,,,,,5230,5230
,342824047,Creepy Melody,,,,,5231,5231
,342889584,Warriors Blessing Level 2,,,,,5232,5232
,342955121,Warriors Blessing 2 Level 2,,,,,5233,5233
,343020658,Warriors Blessing 3 Level 2,,,,,5234,5234
,343086195,Rogue Blessing Level 2,,,,,5235,5235
,343151732,Rogue Blessing 2 Level 2,,,,,5236,5236
,343217269,Rogue Blessing 3 Level 2,,,,,5237,5237
,343282806,Ranger Blessing Level 2,,,,,5238,5238
,343348343,Ranger Blessing 2 Level 2,,,,,5239,5239
,343413880,Ranger Blessing 3 Level 2,,,,,5240,5240
,343479417,Druid Blessing Level 2,,,,,5241,5241
,343544954,Druid Blessing 2 Level 2,,,,,5242,5242
,343610491,Druid Blessing 3 Level 2,,,,,5243,5243
,343676028,Mage Blessing Level 2,,,,,5244,5244
,343741565,Mage Blessing 2 Level 2,,,,,5245,5245
,343807102,Mage Blessing 3 Level 2,,,,,5246,5246
,343872639,Warriors Blessing Level 3,,,,,5247,5247
,343938176,Warriors Blessing 2 Level 3,,,,,5248,5248
,344003713,Warriors Blessing 3 Level 3,,,,,5249,5249
,344069250,Rogue Blessing Level 3,,,,,5250,5250
,344134787,Rogue Blessing 2 Level 3,,,,,5251,5251
,344200324,Rogue Blessing 3 Level 3,,,,,5252,5252
,344265861,Ranger Blessing Level 3,,,,,5253,5253
,344331398,Ranger Blessing 2 Level 3,,,,,5254,5254
,344396935,Ranger Blessing 3 Level 3,,,,,5255,5255
,344462472,Druid Blessing Level 3,,,,,5256,5256
,344528009,Druid Blessing 2 Level 3,,,,,5257,5257
,344593546,Druid Blessing 3 Level 3,,,,,5258,5258
,344659083,Mage Blessing Level 3,,,,,5259,5259
,344724620,Mage Blessing 2 Level 3,,,,,5260,5260
,344790157,Mage Blessing 3 Level 3,,,,,5261,5261
,344855694,Behemoth Might,,,,,5262,5262
,344921231,Siofras brew of Invisibility,,,,,5263,5263
,344986768,Siofras brew of Defence,,,,,5264,5264
,345052305,Siofras brew of Armour,,,,,5265,5265
,345117842,Siofras brew of Attack,,,,,5266,5266
,345183379,Siofras brew of Haste,,,,,5267,5267
,345248916,Siofras brew of Travelling,,,,,5268,5268
,345314453,Siofras brew of Knowledge,,,,,5269,5269
,345379990,Siofras brew of Regeneration,,,,,5270,5270
,345445527,Siofras brew of Energisation,,,,,5271,5271
,345511064,Samhain Eerie Melody,,,,,5272,5272
,345576601,Samhain Spooky Melody,,,,,5273,5273
,345642138,Samhain Haunting Melody,,,,,5274,5274
,345707675,Samhain Creepy Melody,,,,,5275,5275
,345773212,Song of Energy,,,,,5276,5276
,345838749,Song of Health,,,,,5277,5277
,345904286,Song of Spirit,,,,,5278,5278
,345969823,Song of Life,,,,,5279,5279
,346035360,Power of Taranis,,,,,5280,5280
,346100897,Arctic Wings Movement Boost,,,,,5281,5281
,346166434,Arctic Wings Camouflage,,,,,5282,5282
,346231971,Arctic Wings Energy Regen,,,,,5283,5283
,346297508,Winterwing Movement Boost,,,,,5284,5284
,346363045,Winterwing Camouflage,,,,,5285,5285
,346428582,Winterwing Energy Regen,,,,,5286,5286
,346494119,Winter2014 Cheerful Melody,,,,,5287,5287
,346559656,Winter2014 Jolly Melody,,,,,5288,5288
,346625193,Winter2014 Jubilant Melody,,,,,5289,5289
,346690730,Winter2014 Festive Melody,,,,,5290,5290
,346756267,Song of Spirit,,,,,5291,5291
,346821804,Song of Life,,,,,5292,5292
,346887341,Song of Cheer,,,,,5293,5293
,346952878,Song of Joy,,,,,5294,5294
,347018415,Patch Test Skill,,,,,5295,5295
,347083952,Starstone Precision,,,,,5296,5296
,347149489,Starstone Armour,,,,,5297,5297
,347215026,Starstone Cloak,,,,,5298,5298
,347280563,Starstone Shield,,,,,5299,5299
,347346100,Arctic Gale,,,,,5300,5300
,347411637,Air Shield,,,,,5301,5301
,347477174,Arctic Wings Health Regen,,,,,5302,5302
,347542711,Cloudburst Energy Regen,,,,,5303,5303
,347608248,Cloudburst Camouflage,,,,,5304,5304
,347673785,Starstone Aura,,,,,5305,5305
,347739322,Stargem Precision,,,,,5306,5306
,347804859,Stargem Armour,,,,,5307,5307
,347870396,Stargem Cloak,,,,,5308,5308
,347935933,Stargem Shield,,,,,5309,5309
,348001470,Stargem Aura,,,,,5310,5310
,348067007,Starstone Aura II,,,,,5311,5311
,348132544,Stargem Aura II,,,,,5312,5312
,348263618,Blood Howl,,,,,5314,5314
,348329155,Battle Cry,,,,,5315,5315
,348394692,Aqua Fortis,,,,,5316,5316
,348460229,Eldritch Fire,,,,,5317,5317
,348525766,Stygian Frost,,,,,5318,5318
,348591303,Eldritch Vengeance,,,,,5319,5319
,348656840,Eldritch Boon,,,,,5320,5320
,348722377,Eldritch Wrath,,,,,5321,5321
,348787914,Eldritch Fury,,,,,5322,5322
,348853451,Eldritch Spite,,,,,5323,5323
,348918988,Ballad of Ardor,,,,,5324,5324
,348984525,Ballad of Vigor,,,,,5325,5325
,349050062,Ballad of Morale,,,,,5326,5326
,349115599,Ballad of Essence,,,,,5327,5327
,349181136,Ballad of Wonder,,,,,5328,5328
,349246673,Ballad of Delight,,,,,5329,5329
,349312210,Gelebron Fire Crystal,,,,,5330,5330
,349377747,Gelebron Ice Crystal,,,,,5331,5331
,349443284,Gelebron Poison Crystal,,,,,5332,5332
,349508821,Gelebron DoT Skill,,,,,5333,5333
,349574358,Gelebron Energy Shield,,,,,5334,5334
,349639895,Gelebron Own Dot Immunity,,,,,5335,5335
,349705432,Gelebron Dot Immunity Player,,,,,5336,5336
,349770969,Razorclaw,,,,,5337,5337
,349836506,Stalwart Block,,,,,5338,5338
,349902043,Hobble,,,,,5339,5339
,349967580,Puncture,,,,,5340,5340
,350033117,Arcane Conflagration,,,,,5341,5341
,350098654,Arcane Cloak,,,,,5342,5342
