TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment
,16579,Deadly Cruel Sgian Dubh,,ไอเทม,,
,16580,Sgian Dubh of Fire,,ไอเทม,,
,16581,Sharp Sgian Dubh of Fire,,ไอเทม,,
,16582,Cruel Sgian Dubh of Fire,,ไอเทม,,
,16583,Sgian Dubh of Flame,,ไอเทม,,
,16584,Sharp Sgian Dubh of Flame,,ไอเทม,,
,16585,Cruel Sgian Dubh of Flame,,ไอเทม,,
,16586,Sgian Dubh of the Sun,,ไอเทม,,
,16587,Sharp Sgian Dubh of the Sun,,ไอเทม,,
,16588,Cruel Sgian Dubh of the Sun,,ไอเทม,,
,16589,Sgian Dubh of Frost,,ไอเทม,,
,16590,Sharp Sgian Dubh of Frost,,ไอเทม,,
,16591,Cruel Sgian Dubh of Frost,,ไอเทม,,
,16592,Sgian Dubh of Ice,,ไอเทม,,
,16593,Sharp Sgian Dubh of Ice,,ไอเทม,,
,16594,Cruel Sgian Dubh of Ice,,ไอเทม,,
,16595,Sgian Dubh of Winter,,ไอเทม,,
,16596,Sharp Sgian Dubh of Winter,,ไอเทม,,
,16597,Cruel Sgian Dubh of Winter,,ไอเทม,,
,16598,Sgian Dubh of Balance,,ไอเทม,,
,16599,Sharp Sgian Dubh of Balance,,ไอเทม,,
,16600,Cruel Sgian Dubh of Balance,,ไอเทม,,
,16601,Tower Shield of Balance,,ไอเทม,,
,16602,Banded Tower Shield of Balance,,ไอเทม,,
,16603,Reinforced Tower Shield of Balance,,ไอเทม,,
,16604,Sgian Dubh of Lightness,,ไอเทม,,
,16605,Sharp Sgian Dubh of Lightness,,ไอเทม,,
,16606,Cruel Sgian Dubh of Lightness,,ไอเทม,,
,16607,Tower Shield of Lightness,,ไอเทม,,
,16608,Banded Tower Shield of Lightness,,ไอเทม,,
,16609,Reinforced Tower Shield of Lightness,,ไอเทม,,
,16610,Sgian Dubh of Grace,,ไอเทม,,
,16611,Sharp Sgian Dubh of Grace,,ไอเทม,,
,16612,Cruel Sgian Dubh of Grace,,ไอเทม,,
,16613,Tower Shield of Grace,,ไอเทม,,
,16614,Banded Tower Shield of Grace,,ไอเทม,,
,16615,Reinforced Tower Shield of Grace,,ไอเทม,,
,16616,Sgian Dubh of Brutes,,ไอเทม,,
,16617,Sharp Sgian Dubh of Brutes,,ไอเทม,,
,16618,Cruel Sgian Dubh of Brutes,,ไอเทม,,
,16619,Tower Shield of Brutes,,ไอเทม,,
,16620,Banded Tower Shield of Brutes,,ไอเทม,,
,16621,Reinforced Tower Shield of Brutes,,ไอเทม,,
,16622,Sgian Dubh of Ogres,,ไอเทม,,
,16623,Sharp Sgian Dubh of Ogres,,ไอเทม,,
,16624,Cruel Sgian Dubh of Ogres,,ไอเทม,,
,16625,Tower Shield of Ogres,,ไอเทม,,
,16626,Banded Tower Shield of Ogres,,ไอเทม,,
,16627,Reinforced Tower Shield of Ogres,,ไอเทม,,
,16628,Sgian Dubh of Giants,,ไอเทม,,
,16629,Sharp Sgian Dubh of Giants,,ไอเทม,,
,16630,Cruel Sgian Dubh of Giants,,ไอเทม,,
,16631,Tower Shield of Giants,,ไอเทม,,
,16632,Banded Tower Shield of Giants,,ไอเทม,,
,16633,Reinforced Tower Shield of Giants,,ไอเทม,,
,16634,Sgian Dubh of Scholars,,ไอเทม,,
,16635,Sharp Sgian Dubh of Scholars,,ไอเทม,,
,16636,Cruel Sgian Dubh of Scholars,,ไอเทม,,
,16637,Tower Shield of Scholars,,ไอเทม,,
,16638,Banded Tower Shield of Scholars,,ไอเทม,,
,16639,Reinforced Tower Shield of Scholars,,ไอเทม,,
,16640,Sgian Dubh of Witches,,ไอเทม,,
,16641,Sharp Sgian Dubh of Witches,,ไอเทม,,
,16642,Cruel Sgian Dubh of Witches,,ไอเทม,,
,16643,Tower Shield of Witches,,ไอเทม,,
,16644,Banded Tower Shield of Witches,,ไอเทม,,
,16645,Reinforced Tower Shield of Witches,,ไอเทม,,
,16646,Sgian Dubh of Mystics,,ไอเทม,,
,16647,Sharp Sgian Dubh of Mystics,,ไอเทม,,
,16648,Cruel Sgian Dubh of Mystics,,ไอเทม,,
,16649,Tower Shield of Mystics,,ไอเทม,,
,16650,Banded Tower Shield of Mystics,,ไอเทม,,
,16651,Reinforced Tower Shield of Mystics,,ไอเทม,,
,16652,Solid Bodkin Arrow,,ไอเทม,,
,16653,Straight Bodkin Arrow,,ไอเทม,,
,16654,Broadhead Arrow,,ไอเทม,,
,16655,Solid Broadhead Arrow,,ไอเทม,,
,16656,Straight Broadhead Arrow,,ไอเทม,,
,16657,Solid Flame Arrow,,ไอเทม,,
,16658,Straight Flame Arrow,,ไอเทม,,
,16659,Solid Icicle Arrow,,ไอเทม,,
,16660,Straight Icicle Arrow,,ไอเทม,,
,16661,Frostfang,,ไอเทม,,
,16662,Training Bow,,ไอเทม,,
,16663,Dilute Energy Potion,,ไอเทม,,
,16664,Clover,,ไอเทม,,
,16665,Maelcum's Skull,,ไอเทม,,
,16666,Mathanach Claymore,,ไอเทม,,
,16667,Mathanach Bow,,ไอเทม,,
,16668,Mathanach Quarterstaff,,ไอเทม,,
,16669,Mathanach Rod,,ไอเทม,,
,16670,Mathanach Dirk,,ไอเทม,,
,16671,Flintblade Assassin's Dagger,,ไอเทม,,
,16672,Killer's Silver Baselard,,ไอเทม,,
,16673,Silver Orb of Energy,,ไอเทม,,
,16674,Quiver of Plenty OLD,,ไอเทม,,
,16676,Scruffy Connacht Tunic Piece,,ไอเทม,,
,16677,Tarnished Connacht Armour Piece,,ไอเทม,,
,16678,Connacht Tunic Piece,,ไอเทม,,
,16679,Connacht Armour Piece,,ไอเทม,,
,16680,Fine Connacht Tunic Piece,,ไอเทม,,
,16681,Fine Connacht Armour Piece,,ไอเทม,,
,16682,Connacht Chainmail Piece,,ไอเทม,,
,16683,Connacht Brooch,,ไอเทม,,
,16684,Connacht Torc,,ไอเทม,,
,16685,Connacht Goblet,,ไอเทม,,
,16686,Connacht Silver Ring,,ไอเทม,,
,16687,Connacht Gold Ring,,ไอเทม,,
,16688,Officer's Pin,,ไอเทม,,
,16689,Symbol of Mac Roth,,ไอเทม,,
,16690,Symbol of Medb,,ไอเทม,,
,16691,Connacht Bronze Ring,,ไอเทม,,
,16692,Slayer's Golden Baselard,,ไอเทม,,
,16693,Golden Orb of Power,,ไอเทม,,
,16994,Fettlecap Mushroom,,ไอเทม,,
,16995,Pine Timber Bundle,,ไอเทม,,
,16996,Bandages,,ไอเทม,,
,16997,Herbal Remedy,,ไอเทม,,
,16998,Medical Supplies,,ไอเทม,,
,16999,Silver Helm of the Berserker,,ไอเทม,,
,17000,Golden Helm of Bloodlust,,ไอเทม,,
,17001,Harbinger Ritual Blade,,ไอเทม,,
,17002,Spoils of Battle,,ไอเทม,,
,17003,Ternstone,,ไอเทม,,
,17004,Glumstump's Shackle Key,,ไอเทม,,
,17005,Ruffcramp's Shackle Key,,ไอเทม,,
,17006,Darrion's Letter,,ไอเทม,,
,17007,Gannon's Letter,,ไอเทม,,
,17008,Luther's Head,,ไอเทม,,
,17009,Restoration Potion,,ไอเทม,,
,17010,Weightless Axe,,ไอเทม,,
,17011,Bronze Amulet of Regeneration,,ไอเทม,,
,17012,Heroic Amulet of Regeneration,,ไอเทม,,
,17013,Bronze Amulet of Energisation,,ไอเทม,,
,17014,Heroic Amulet of Energisation,,ไอเทม,,
,17015,Bronze Amulet of Rejuvenation,,ไอเทม,,
,17016,Heroic Amulet of Rejuvenation,,ไอเทม,,
,17017,OVERWRITE,,ไอเทม,,
,17018,OVERWRITE,,ไอเทม,,
,17019,OVERWRITE,,ไอเทม,,
,17020,OVERWRITE,,ไอเทม,,
,17021,OVERWRITE,,ไอเทม,,
,17022,OVERWRITE,,ไอเทม,,
,17023,OVERWRITE,,ไอเทม,,
,17024,OVERWRITE,,ไอเทม,,
,17025,OVERWRITE,,ไอเทม,,
,17026,OVERWRITE,,ไอเทม,,
,17027,OVERWRITE,,ไอเทม,,
,17028,OVERWRITE,,ไอเทม,,
,17029,OVERWRITE,,ไอเทม,,
,17030,OVERWRITE,,ไอเทม,,
,17031,OVERWRITE,,ไอเทม,,
,17033,OVERWRITE,,ไอเทม,,
,17034,OVERWRITE,,ไอเทม,,
,17035,OVERWRITE,,ไอเทม,,
,17036,OVERWRITE,,ไอเทม,,
,17037,OVERWRITE,,ไอเทม,,
,17038,OVERWRITE,,ไอเทม,,
,17039,OVERWRITE,,ไอเทม,,
,17040,OVERWRITE,,ไอเทม,,
,17041,OVERWRITE,,ไอเทม,,
,17042,OVERWRITE,,ไอเทม,,
,17043,OVERWRITE,,ไอเทม,,
,17045,OVERWRITE,,ไอเทม,,
,17046,OVERWRITE,,ไอเทม,,
,17047,OVERWRITE,,ไอเทม,,
,17048,OVERWRITE,,ไอเทม,,
,17049,OVERWRITE,,ไอเทม,,
,17050,OVERWRITE,,ไอเทม,,
,17051,OVERWRITE,,ไอเทม,,
,17052,OVERWRITE,,ไอเทม,,
,17053,OVERWRITE,,ไอเทม,,
,17054,OVERWRITE,,ไอเทม,,
,17055,OVERWRITE,,ไอเทม,,
,17056,OVERWRITE,,ไอเทม,,
,17058,OVERWRITE,,ไอเทม,,
,17059,OVERWRITE,,ไอเทม,,
,17060,OVERWRITE,,ไอเทม,,
,17061,OVERWRITE,,ไอเทม,,
,17062,OVERWRITE,,ไอเทม,,
,17063,OVERWRITE,,ไอเทม,,
,17064,OVERWRITE,,ไอเทม,,
,17065,OVERWRITE,,ไอเทม,,
,17066,OVERWRITE,,ไอเทม,,
,17067,OVERWRITE,,ไอเทม,,
,17069,OVERWRITE,,ไอเทม,,
,17070,OVERWRITE,,ไอเทม,,
,17071,OVERWRITE,,ไอเทม,,
,17072,OVERWRITE,,ไอเทม,,
,17073,OVERWRITE,,ไอเทม,,
,17074,OVERWRITE,,ไอเทม,,
,17075,OVERWRITE,,ไอเทม,,
,17076,OVERWRITE,,ไอเทม,,
,17077,OVERWRITE,,ไอเทม,,
,17078,OVERWRITE,,ไอเทม,,
,17079,OVERWRITE,,ไอเทม,,
,17080,OVERWRITE,,ไอเทม,,
,17081,OVERWRITE,,ไอเทม,,
,17082,OVERWRITE,,ไอเทม,,
,17083,OVERWRITE,,ไอเทม,,
,17084,OVERWRITE,,ไอเทม,,
,17085,OVERWRITE,,ไอเทม,,
,17086,OVERWRITE,,ไอเทม,,
,17087,OVERWRITE,,ไอเทม,,
,17088,OVERWRITE,,ไอเทม,,
,17091,OVERWRITE,,ไอเทม,,
,17092,OVERWRITE,,ไอเทม,,
,17093,OVERWRITE,,ไอเทม,,
,17094,OVERWRITE,,ไอเทม,,
,17095,OVERWRITE,,ไอเทม,,
,17096,OVERWRITE,,ไอเทม,,
,17097,OVERWRITE,,ไอเทม,,
,17098,OVERWRITE,,ไอเทม,,
,17099,Quickstrike,,ไอเทม,,
,17100,Eagle's Vigil,,ไอเทม,,
,17101,Hunter's Hound,,ไอเทม,,
,17102,Spiked Devastator,,ไอเทม,,
,17103,Flaming Fury,,ไอเทม,,
,17104,Landguard,,ไอเทม,,
,17105,Gladius of Punishment,,ไอเทม,,
,17106,Bolt Thrower,,ไอเทม,,
,17107,Barrelblast Blade,,ไอเทม,,
,17108,Thunderclap Cleaver,,ไอเทม,,
,17110,Perilous Heart,,ไอเทม,,
,17111,Wall of Eternity,,ไอเทม,,
,17112,Rod of Blessings,,ไอเทม,,
,17113,Blade of Duty,,ไอเทม,,
,17114,Nullifier,,ไอเทม,,
,17115,Blindside,,ไอเทม,,
,17116,Creeper,,ไอเทม,,
,17117,Temple Smasher,,ไอเทม,,
,17118,Blackout,,ไอเทม,,
,17119,Silver Blade of Battle,,ไอเทม,,
,17120,Golden Blade of Battle,,ไอเทม,,
,17121,Skirmish Knife,,ไอเทม,,
,17122,Connacht Longspear,,ไอเทม,,
,17123,Tracker's Bow,,ไอเทม,,
,17124,Heavy Cudgel,,ไอเทม,,
,17125,Firestick,,ไอเทม,,
,17126,Spear of Defence,,ไอเทม,,
,17127,Punisher,,ไอเทม,,
,17128,Heavy Bow,,ไอเทม,,
,17129,Fortifier,,ไอเทม,,
,17130,Galloglach Axe,,ไอเทม,,
,17131,Fencer's Foil,,ไอเทม,,
,17132,Defender's Pavaise,,ไอเทม,,
,17133,Wand of Energy,,ไอเทม,,
,17134,Pact Blade,,ไอเทม,,
,17135,Woven Silk Shirt of the Wall,,ไอเทม,,
,17136,Ancient Club,,ไอเทม,,
,17137,Ancient Hatchet,,ไอเทม,,
,17138,Ancient Small Sword,,ไอเทม,,
,17139,Ancient Knife,,ไอเทม,,
,17140,Ancient Shortbow,,ไอเทม,,
,17141,Ancient Short Staff,,ไอเทม,,
,17142,Ancient Wand,,ไอเทม,,
,17143,Ancient Mallet,,ไอเทม,,
,17144,Ancient Axe,,ไอเทม,,
,17145,Ancient Broadsword,,ไอเทม,,
,17146,Ancient Cudgel,,ไอเทม,,
,17147,Ancient Handaxe,,ไอเทม,,
,17148,Ancient Short Sword,,ไอเทม,,
,17149,Ancient Dagger,,ไอเทม,,
,17150,Ancient Longbow,,ไอเทม,,
,17151,Ancient Walking Staff,,ไอเทม,,
,17152,Ancient Baton,,ไอเทม,,
,17153,Ancient War Hammer,,ไอเทม,,
,17154,Ancient Broad Axe,,ไอเทม,,
,17155,Ancient Longsword,,ไอเทม,,
,17156,Ancient Mace,,ไอเทม,,
,17157,Ancient Short Axe,,ไอเทม,,
,17158,Ancient Cutlass,,ไอเทม,,
,17159,Ancient Dirk,,ไอเทม,,
,17160,Ancient Composite Bow,,ไอเทม,,
,17161,Ancient Quarter Staff,,ไอเทม,,
,17162,Ancient Rod,,ไอเทม,,
,17163,Ancient Maul,,ไอเทม,,
,17164,Ancient Sparth Axe,,ไอเทม,,
,17165,Ancient Claymore,,ไอเทม,,
,17166,Ancient Flanged Mace,,ไอเทม,,
,17167,Ancient Battle Axe,,ไอเทม,,
,17168,Ancient Falchion,,ไอเทม,,
,17169,Ancient Langsax,,ไอเทม,,
,17170,Bewitched Balanced Claymore of Grace,,ไอเทม,,
,17171,Bewitched Savage Sparth Axe of Grace,,ไอเทม,,
,17172,Bewitched Steady Cutlass of Grace,,ไอเทม,,
,17173,Ancient War Bow,,ไอเทม,,
,17174,Bronze Langsax of Speed,,ไอเทม,,
,17175,Brutal Cudgel of Fire,,ไอเทม,,
,17176,Chain Helm of Giants,,ไอเทม,,
,17177,Ancient Grand Staff,,ไอเทม,,
,17178,Crimson Scale Breastplate of Grace,,ไอเทม,,
,17179,Crimson Short Axe of Frost,,ไอเทม,,
,17180,Crimson Splint Breastplate,,ไอเทม,,
,17181,Cured Lamellar Boots of the Wall,,ไอเทม,,
,17182,Cyan Hammered Scale Boots of Giants,,ไอเทม,,
,17183,Cyan Kite Shield of Brutes,,ไอเทม,,
,17184,Cyan Mace of Grace,,ไอเทม,,
,17185,Ancient Sceptre,,ไอเทม,,
,17186,Deadly Balanced Claymore of Speed,,ไอเทม,,
,17187,Deadly Maul of Lightness,,ไอเทม,,
,17188,Deadly Robust Mace of Celerity,,ไอเทม,,
,17189,Deadly Sparth Axe of Fire,,ไอเทม,,
,17190,Ancient Great Maul,,ไอเทม,,
,17191,Ancient Great Axe,,ไอเทม,,
,17192,Evasive Balanced Claymore of Winter,,ไอเทม,,
,17193,Evasive Kite Shield of Lightness,,ไอเทม,,
,17194,Evasive Linen Hat of Balance,,ไอเทม,,
,17195,Ancient Greatsword,,ไอเทม,,
,17196,Illusory Quilted Boots of Lightness,,ไอเทม,,
,17197,Illusory Robust Cudgel of Brutes,,ไอเทม,,
,17198,Illusory Tailored Cloth Gloves of Lightness,,ไอเทม,,
,17199,Iron Crafted Composite Bow of Winter,,ไอเทม,,
,17200,Kite Shield of Grace,,ไอเทม,,
,17201,Lethal Quarter Staff of Winter,,ไอเทม,,
,17202,Linen Gloves of Giants,,ไอเทม,,
,17203,Mystic Composite Bow of Winter,,ไอเทม,,
,17204,Mystic Short Staff of Speed,,ไอเทม,,
,17205,Mystic Solid Walking Staff of the Sun,,ไอเทม,,
,17206,Mystic Tailored Cloth Shirt,,ไอเทม,,
,17207,Mystic Targe of Lightness,,ไอเทม,,
,17208,Ancient Scale Gauntlets,,ไอเทม,,
,17209,Ancient Scale Boots,,ไอเทม,,
,17210,Sapphire Crafted Longbow of Ogres,,ไอเทม,,
,17211,Sapphire Cutlass of Ogres,,ไอเทม,,
,17212,Sapphire Embossed Scale Helm of the Wall,,ไอเทม,,
,17213,Sapphire Leather Helm of Balance,,ไอเทม,,
,17214,Sapphire Tailored Wool Breeches of the Keep,,ไอเทม,,
,17215,Ancient Scale Helm,,ไอเทม,,
,17216,Ancient Scale Greaves,,ไอเทม,,
,17217,Ancient Scale Breastplate,,ไอเทม,,
,17218,Ancient Leather Gloves,,ไอเทม,,
,17219,Scarlet Cured Quilted Cuirass,,ไอเทม,,
,17220,Scarlet Dirk of Frost,,ไอเทม,,
,17221,Scarlet Embossed Scale Greaves of the Wall,,ไอเทม,,
,17222,Scarlet Hammered Chain Helm of Ogres,,ไอเทม,,
,17223,Scarlet Linen Breeches of Lightness,,ไอเทม,,
,17224,Scarlet Sharp Dirk of the Sun,,ไอเทม,,
,17225,Scarlet Stout Quarter Staff of Balance,,ไอเทม,,
,17226,Scarlet Woven Linen Hat of Ogres,,ไอเทม,,
,17227,Ancient Leather Boots,,ไอเทม,,
,17228,Scholarly Brutal Maul of Ogres,,ไอเทม,,
,17229,Scholarly Splendid Baton of Ogres,,ไอเทม,,
,17230,Scholarly Woven Linen Gloves of Brutes,,ไอเทม,,
,17231,Steady Claymore of the Sun,,ไอเทม,,
,17232,Steel Langsax of Speed,,ไอเทม,,
,17233,Steel Savage Sparth Axe of Giants,,ไอเทม,,
,17234,Tower Shield of Giants,,ไอเทม,,
,17235,Ancient Leather Hood,,ไอเทม,,
,17236,Ancient Leather Greaves,,ไอเทม,,
,17237,Transient Robust War Hammer of Speed,,ไอเทม,,
,17238,Transient Tanned Leather Gloves of Ogres,,ไอเทม,,
,17239,Transient Woven Linen Shirt of the Wall,,ไอเทม,,
,17240,Ancient Leather Cuirass,,ไอเทม,,
,17241,Ancient Linen Gloves,,ไอเทม,,
,17242,Turquoise Balanced Cutlass of Ice,,ไอเทม,,
,17243,Turquoise Cloth Gloves of the Wall,,ไอเทม,,
,17244,Turquoise Maul of Fire,,ไอเทม,,
,17245,Turquoise Maul of the Sun,,ไอเทม,,
,17246,Turquoise Solid Quarter Staff of the Sun,,ไอเทม,,
,17247,Turquoise Targe of the Bastion,,ไอเทม,,
,17248,Vermillion Cured Sheepskin Helm,,ไอเทม,,
,17249,Vermillion Steady Cutlass of Lightness,,ไอเทม,,
,17250,Ancient Linen Shoes,,ไอเทม,,
,17251,Ancient Linen Hat,,ไอเทม,,
,17252,Vicious Longsword of Swiftness,,ไอเทม,,
,17253,Woven Silk Shoes of Ogres,,ไอเทม,,
,17254,Milkstalk Mushroom,,ไอเทม,,
,17255,Yellow Giant Mushroom,,ไอเทม,,
,17256,Black Gill Mushroom,,ไอเทม,,
,17257,Foolstalk Mushroom,,ไอเทม,,
,17258,Death Cap Mushroom,,ไอเทม,,
,17259,Golden Shield of Valour,,ไอเทม,,
,17260,Silver Shield of Valour,,ไอเทม,,
,17261,Silver Gloves of Haste,,ไอเทม,,
,17262,Golden Gloves of Haste,,ไอเทม,,
,17263,Silver Boots of Speed,,ไอเทม,,
,17264,Golden Boots of Speed,,ไอเทม,,
,17265,Silver Amulet of Regeneration,,ไอเทม,,
,17266,Golden Amulet of Regeneration,,ไอเทม,,
,17267,Silver Amulet of Energisation,,ไอเทม,,
,17268,Golden Amulet of Energisation,,ไอเทม,,
,17269,Silver Amulet of Rejuvenation,,ไอเทม,,
,17270,Golden Amulet of Rejuvenation,,ไอเทม,,
,17271,Fireball Helm,,ไอเทม,,
,17272,OVERWRITE,,ไอเทม,,
,17273,Ancient Linen Breeches,,ไอเทม,,
,17274,Ancient Linen Shirt,,ไอเทม,,
,17275,Ancient Fighting Knife,,ไอเทม,,
,17276,Ancient Rondel,,ไอเทม,,
,17278,Ancient Sgian Dubh,,ไอเทม,,
,17279,Ancient Warblade,,ไอเทม,,
,17280,Ancient Buckler,,ไอเทม,,
,17281,Ancient Targe,,ไอเทม,,
,17283,Ancient Kite Shield,,ไอเทม,,
,17284,Ancient Tower Shield,,ไอเทม,,
,17287,Connacht Sword,,ไอเทม,,
,17288,Connacht Dagger,,ไอเทม,,
,17289,Connacht Bow,,ไอเทม,,
,17290,Connacht Mace,,ไอเทม,,
,17291,Connacht Spear,,ไอเทม,,
,17292,Connacht Axe,,ไอเทม,,
,17293,Connacht Wand,,ไอเทม,,
,17294,Glimmerwing Bow,,ไอเทม,,
,17295,Glimmerwing Sword,,ไอเทม,,
,17296,Glimmerwing Wand,,ไอเทม,,
,17297,Tusk Dagger,,ไอเทม,,
,17298,Guzzletusk Gorer,,ไอเทม,,
,17299,Woodland Dreamer,,ไอเทม,,
,17300,Bloodgrove Staff,,ไอเทม,,
,17301,OVERWRITE,,ไอเทม,,
,17302,OVERWRITE,,ไอเทม,,
,17303,Bloodgrove Mallet,,ไอเทม,,
,17304,Bloodgrove Club,,ไอเทม,,
,17307,Moon Disc Fragment,,ไอเทม,,
,17308,Sun Disc Fragment,,ไอเทม,,
,17309,Oak Disc Fragment,,ไอเทม,,
,17311,Elm Disc Fragment,,ไอเทม,,
,17312,Crown Disc Fragment,,ไอเทม,,
,17313,Dragon Disc Fragment,,ไอเทม,,
,17315,Sunset Ring,,ไอเทม,,
,17316,Snowflake Ring,,ไอเทม,,
,17317,Hearthstone Ring,,ไอเทม,,
,17320,Ancient Plate Gauntlets,,ไอเทม,,
,17321,Ancient Plate Boots,,ไอเทม,,
,17323,Ancient Plate Helm,,ไอเทม,,
,17324,Ancient Plate Greaves,,ไอเทม,,
,17325,Ancient Plate Breastplate,,ไอเทม,,
,17326,Ancient Lamellar Gloves,,ไอเทม,,
,17327,Ancient Lamellar Boots,,ไอเทม,,
,17328,Ancient Lamellar Helm,,ไอเทม,,
,17329,Ancient Lamellar Greaves,,ไอเทม,,
,17331,Ancient Lamellar Cuirass,,ไอเทม,,
,17332,Ancient Silk Gloves,,ไอเทม,,
,17334,Ancient Silk Shoes,,ไอเทม,,
,17335,Ancient Silk Hat,,ไอเทม,,
,17336,Ancient Silk Breeches,,ไอเทม,,
,17337,Ancient Silk Shirt,,ไอเทม,,
,17338,Sword of the Shining Sun,,ไอเทม,,
,17339,Bow of the Four Winds,,ไอเทม,,
,17340,Dagger of the Darkest Night,,ไอเทม,,
,17341,Wand of the Silver Moon,,ไอเทม,,
,17342,Totem of the Midnight Stars,,ไอเทม,,
,17343,Tusk Spear,,ไอเทม,,
,17344,Feybow,,ไอเทม,,
,17345,OVERWRITE,,ไอเทม,,
,17346,OVERWRITE,,ไอเทม,,
,17347,OVERWRITE,,ไอเทม,,
,17348,OVERWRITE,,ไอเทม,,
,17349,OVERWRITE,,ไอเทม,,
,17350,OVERWRITE,,ไอเทม,,
,17351,OVERWRITE,,ไอเทม,,
,17352,OVERWRITE,,ไอเทม,,
,17353,OVERWRITE,,ไอเทม,,
,17354,OVERWRITE,,ไอเทม,,
,17355,OVERWRITE,,ไอเทม,,
,17356,OVERWRITE,,ไอเทม,,
,17357,OVERWRITE,,ไอเทม,,
,17358,OVERWRITE,,ไอเทม,,
,17360,OVERWRITE,,ไอเทม,,
,17361,OVERWRITE,,ไอเทม,,
,17362,OVERWRITE,,ไอเทม,,
,17363,OVERWRITE,,ไอเทม,,
,17364,OVERWRITE,,ไอเทม,,
,17365,OVERWRITE,,ไอเทม,,
,17366,OVERWRITE,,ไอเทม,,
,17369,OVERWRITE,,ไอเทม,,
,17370,OVERWRITE,,ไอเทม,,
,17371,OVERWRITE,,ไอเทม,,
,17373,OVERWRITE,,ไอเทม,,
,17374,OVERWRITE,,ไอเทม,,
,17376,OVERWRITE,,ไอเทม,,
,17377,OVERWRITE,,ไอเทม,,
,17378,OVERWRITE,,ไอเทม,,
,17379,OVERWRITE,,ไอเทม,,
,17380,OVERWRITE,,ไอเทม,,
,17381,Faerie Wing,,ไอเทม,,
,17382,Silk Wing,,ไอเทม,,
,17383,Damsel Wing,,ไอเทม,,
,17384,Sparkle Wing,,ไอเทม,,
,17385,Sky Wing,,ไอเทม,,
,17386,Enchanted Powder,,ไอเทม,,
,17387,Red Glowshard,,ไอเทม,,
,17388,Red Glowstone,,ไอเทม,,
,17389,Blue Glowshard,,ไอเทม,,
,17390,Blue Glowstone,,ไอเทม,,
,17391,White Glowshard,,ไอเทม,,
,17392,White Glowstone,,ไอเทม,,
,17393,Red Glowheart,,ไอเทม,,
,17394,Blue Glowheart,,ไอเทม,,
,17395,White Glowheart,,ไอเทม,,
,17396,Ruined Boar Hide,,ไอเทม,,
,17397,Boar Trotter,,ไอเทม,,
,17398,Boar Meat,,ไอเทม,,
,17399,Wildsnout Tail,,ไอเทม,,
,17400,Sharp Boar Tusk,,ไอเทม,,
,17401,Unicorn Hide,,ไอเทม,,
,17402,Unicorn Hoof,,ไอเทม,,
,17403,Unicorn Mane,,ไอเทม,,
,17404,Unicorn Tail,,ไอเทม,,
,17405,Unicorn Horn,,ไอเทม,,
,17406,Bloodgrove Necklace,,ไอเทม,,
,17407,Bloodgrove Ring,,ไอเทม,,
,17408,Sign of the Rook,,ไอเทม,,
,17409,Sign of the Crow,,ไอเทม,,
,17410,Sign of the Raven,,ไอเทม,,
,17411,Jackplate Gloves,,ไอเทม,,
,17412,Jackplate Boots,,ไอเทม,,
,17413,Jackplate Hood,,ไอเทม,,
,17414,Jackplate Breeches,,ไอเทม,,
,17415,Jackplate Jerkin,,ไอเทม,,
,17416,Guzzletusk Gloves,,ไอเทม,,
,17417,Guzzletusk Boots,,ไอเทม,,
,17418,Guzzletusk Hat,,ไอเทม,,
,17419,Guzzletusk Breeches,,ไอเทม,,
,17420,Guzzletusk Jerkin,,ไอเทม,,
,17421,Fairy Queen's Gloves,,ไอเทม,,
,17422,Fairy Queen's Boots,,ไอเทม,,
,17423,Fairy Queen's Hat,,ไอเทม,,
,17424,Fairy Queen's Leafkilt,,ไอเทม,,
,17425,Fairy Queen's Shirt,,ไอเทม,,
,17426,Solar Gloves,,ไอเทม,,
,17427,Solar Boots,,ไอเทม,,
,17428,Solar Hat,,ไอเทม,,
,17429,Solar Leggings,,ไอเทม,,
,17430,Solar Shirt,,ไอเทม,,
,17431,Whitefur Gloves,,ไอเทม,,
,17432,Whitefur Boots,,ไอเทม,,
,17433,Whitefur Hat,,ไอเทม,,
,17434,Whitefur Leggings,,ไอเทม,,
,17435,Whitefur Shirt,,ไอเทม,,
,17436,Harmonious Gloves,,ไอเทม,,
,17437,Harmonious Boots,,ไอเทม,,
,17438,Harmonious Hat,,ไอเทม,,
,17439,Harmonious Leggings,,ไอเทม,,
,17440,Harmonious Shirt,,ไอเทม,,
,17441,Tam Lin's Sword,,ไอเทม,,
,17442,Tam Lin's Brooch,,ไอเทม,,
,17443,Janet's Engagement ring,,ไอเทม,,
,17444,Ancient Spear,,ไอเทม,,
,17445,Ancient Pike,,ไอเทม,,
,17446,Ancient Glaive,,ไอเทม,,
,17447,Ancient Lance,,ไอเทม,,
,17448,Ancient Wolf Totem,,ไอเทม,,
,17449,Ancient Boar Totem,,ไอเทม,,
,17450,Ancient Stag Totem,,ไอเทม,,
,17451,Ancient Bear Totem,,ไอเทม,,
,17452,Silver Rod of Flames,,ไอเทม,,
,17453,Golden Sceptre of Blizzards,,ไอเทม,,
,17454,Connacht Warrior Helm,,ไอเทม,,
,17455,Connacht Ranger Helm,,ไอเทม,,
,17456,Connacht Mage Helm,,ไอเทม,,
